項次,新聞標題,新聞發布日期,正確原文連結,媒體來源,趨勢標籤,新聞摘要
40,This spray-on powder can stop life-threatening bleeding in 1 second - ScienceDaily,2026-07-02 07:00,https://news.google.com/rss/articles/CBMib0FVX3lxTE0wUUVRRld5Y1RwSV9FRDNmZlFJS01DcUxGMjBFVGlYaEZNNlA1SGx4Ym56TlgwM1U0WmhHdDVxU1JoY2JnaFRJSmM1aC1GUzZBektadmJ1OGJCc1ZGeXZPZzZfQ0ROQjAxUFZYeHQ3NA?oc=5,ScienceDaily (via Google News),研發與創新,This spray-on powder can stop life-threatening bleeding in 1 second  ScienceDaily
41,The Search for Room Temperature Superconductors Just Got a Huge AI Boost - SciTechDaily,2026-07-02 07:00,https://news.google.com/rss/articles/CBMinwFBVV95cUxNaGZjTUdfbmZFbU05Zk90d1k2aUw3LVRjY2tWdjhHZFB5bWZCT1hKc3lLMm5SdG5ELVV1OUNfUkdvWDFRd04tTkFTQjZsbHVfMGkxeXBsNmZVZVYxMHNJT0lFMWhXeDNBZFZ5UzJSYnJGZWltNzVjUDZNcGVQUVE3MWI5dWZjUXZ3dERpZk5CVllJdTZFQ0xoVkc0T0lxZnc?oc=5,SciTechDaily (via Google News),Enterprise & ROI / 企業應用與效益,The Search for Room Temperature Superconductors Just Got a Huge AI Boost  SciTechDaily
42,ManageEngine opens ‘new monetisation model’ for partners through enterprise developer ecosystem - CRN Asia,2026-07-02 07:00,https://news.google.com/rss/articles/CBMizgFBVV95cUxQendXNkUycXRqbk4zSUk2ZXc3VklVR1BHNlpoYndOZ2ZuU01BWEwwejNzWXY3ZWdkWDNqejNjcjFJdUtrRzhiYklRUW9FeWVCNlhMcUNleXpla2xZTkFDdkY1Z2EweTU0SWM1NC1yeHJGMUhxWXY5UndFeFU1QjhVUzNCbmpPQmZnek5sclEzWmswRjFqOTI3TGROZU1TUnV0YlFQYzJ3bGhNMFZxTUV5dkFGZWE5Wk5zT0JXZjJXOHM3Wk9EcW5MNDlRTE9XUQ?oc=5,CRN Asia (via Google News),Enterprise & ROI / 企業應用與效益,ManageEngine opens ‘new monetisation model’ for partners through enterprise developer ecosystem  CRN Asia
43,"Kawasaki Heavy to raise over $1bn via new shares, bonds for AI investment - Nikkei Asia",2026-07-02 07:00,https://news.google.com/rss/articles/CBMi1gFBVV95cUxPQkxrTmI1U0sxNjZpZlExRXhxMzkya3RubjUwekVYUzNqMF8xOG8wRUp4cnNMbERIMkhIenY2dlpxTVhuSUQyVUpnU0NYbjhzTDA3QWk0elJPekowSklYMWszUXl2S1Zsd1VFOGh1amxqRUsyd3QwN3czVmFlbG14R0dCRVQ2SWdSTU9OZWdYc1d1V0dSX1pVTUp2UG1VQUJUVDRLMmJ4UjBLSnM5YkJrZURJR2cyOWZmNzhwMmFpQW1zdTNGcWwwTlM2NVV3b1dfektIUVVB?oc=5,Nikkei Asia (via Google News),Enterprise & ROI / 企業應用與效益,"Kawasaki Heavy to raise over $1bn via new shares, bonds for AI investment  Nikkei Asia"
44,Anthropic AI Ban Reversal Raises Fresh Investor Questions - TradingView,2026-07-02 07:00,https://news.google.com/rss/articles/CBMitwFBVV95cUxNaTl4ZGc5VndIV0xmNkRHeE5FQUt0cHNLSTJXUGRMOFhPOXBnYlNuUUxSVVY5VXlFdE1IMmdZRWJYMFJpT09VNTBYd0FOeW1FM0I0WkpNd2Q2Z3ZqLTIxZW1OTmFudjUyV0pTZGhyTHBQWDA4d0dkU3ExMy01TWlfbGVOMkJtUmhsM005SDZrVXFiNXVySUNBa1Axb0t5MXJ6a2N3N3dQUFNyUFhCTzIzODlWYWhuMlk?oc=5,TradingView (via Google News),Enterprise & ROI / 企業應用與效益,Anthropic AI Ban Reversal Raises Fresh Investor Questions  TradingView
45,【名家專欄】與中共競爭AI 美須掌握主導權 - 大纪元,2026-07-02 07:00,https://news.google.com/rss/articles/CBMiYEFVX3lxTE9SRWFRRVhabzBpM0tnLV9FajNkck9xSW55Wk1NaDJmQThwZUNTa2szTlRROE1VUW91Zl9ERlBwWUtPSHE0RVhhSzdTTFpnTUo0N2tnZjZYdlljQ00xVWlPd9IBZkFVX3lxTE9yQkJzRVpYYnJYUGhWekM3RGVnWnpKVk9pRzUwWWFvYVluaVVScUltbmRFWDFSOE0wUDYyTThBOVN1SzFZUHU2QUdicy15aXlUQTZHNEY5amxERjhrblhibkNZb1hWdw?oc=5,大纪元 (via Google News),Enterprise & ROI / 企業應用與效益,【名家專欄】與中共競爭AI 美須掌握主導權  大纪元
46,Palantir CEO Has a Stark Message for OpenAI and Anthropic - TradingView,2026-07-02 07:00,https://news.google.com/rss/articles/CBMitwFBVV95cUxNN0FRWnJHeE1YRXQtdEJsTjgtTUxZbWsyVFF2QjV0WEJhUlYwZ2d0UU1LRXdNcEprbGFUdk8wWXVib0xMcjlaTXRnZ2xxYzBJUERVdGZmeE12eHFqSHI1d3J3elprLU43ZFpBemRRbFlEdExvdXdiMnE0bGRMTzNYdXlSUFFjcjRYM2NrcklmbDRYMV9yTWFfbXN5Z1lweWxEUGY2S0hsNmNzNy1GaWtuaGUyUHBTam8?oc=5,TradingView (via Google News),Enterprise & ROI / 企業應用與效益,Palantir CEO Has a Stark Message for OpenAI and Anthropic  TradingView
47,聯合國報告示警：AI發展超政府監管 全球面臨失控風險 - 理財周刊,2026-07-02 07:00,https://news.google.com/rss/articles/CBMib0FVX3lxTE9VM3FmU3F0eWpqRXNMMC12aEZ5YS1TXzhraUlCQnNlcF9sU0VSX3RDb09wT2hUejN0ZU4yZU40cE5lRWNLajhXckZVb2QzTXdRam9rSjNYWkI1aXdzU3YtQ2E1dTNNOUpHOE5DejFrOA?oc=5,理財周刊 (via Google News),Sovereign AI & Policy / 主權 AI 與法規,聯合國報告示警：AI發展超政府監管 全球面臨失控風險  理財周刊
48,Artificial intelligence: Yann LeCun works on more flexible AI - BBC,2026-07-02 07:00,https://news.google.com/rss/articles/CBMiWkFVX3lxTE9KUjhVS0NLS2IwTEdxVFJUWmUtal9UcEVjTGVOdlFUR1lhM1RJQl9tZUNpajlKV0tiQWx2Z3pSMVRQdWJNeThfZ1VQWUlqb3pIWUhja1JpUjRYUQ?oc=5,BBC (via Google News),Chips & Hardware / 晶片與算力,Artificial intelligence: Yann LeCun works on more flexible AI  BBC
49,PMI衝上60.7！AI熱潮撐住台灣出口，零組件缺料與漲價壓力也浮出來 - 放言Fount Media,2026-07-02 07:00,https://news.google.com/rss/articles/CBMiUkFVX3lxTFBfWEczaUFrOXItcGZWc3V5M0cyNkJwY25ibGUzNXd0a01lYUhlOXlYaVhlLVNGMTd0Sk9DWjJMTDNIOXNXOGdxUHg1TXNPN3h6c1E?oc=5,放言Fount Media (via Google News),Enterprise & ROI / 企業應用與效益,PMI衝上60.7！AI熱潮撐住台灣出口，零組件缺料與漲價壓力也浮出來  放言Fount Media
50,AI淨零／全台首例緯創加強森林經營碳匯專案通過環境部審議| 產經 - cna.com.tw,2026-07-02 07:00,https://news.google.com/rss/articles/CBMiXkFVX3lxTE1hZ1pXakdoMkhsdHRqc09lWWp5MzkycmMtYmpobV9HOHNEM0RrQlVBcmR4ak9iSGxhYUVGZmVIdU1JaE5SX3VRMHg4OXZoTUR1STlsVHJzLU9OTUJBSlE?oc=5,cna.com.tw (via Google News),Enterprise & ROI / 企業應用與效益,AI淨零／全台首例緯創加強森林經營碳匯專案通過環境部審議| 產經  cna.com.tw
51,〈社論〉南韓急起直追，台灣ＡＩ不能只守半導體 | 中華日報 - LINE TODAY,2026-07-02 07:00,https://news.google.com/rss/articles/CBMiVkFVX3lxTE5NYnpwQWU2bXZhdWs5ZWZYME5SRkxtNktZSEMtR3lXSFFCS2FhREQ0SWhXeGtKWWwwUGlweHlKYnBEU2hwZndpMnVEVkIyX2oxM2M2M2lR?oc=5,LINE TODAY (via Google News),智慧製造與工業 AI,〈社論〉南韓急起直追，台灣ＡＩ不能只守半導體 | 中華日報  LINE TODAY
52,6 月 PMI 連九月擴張，中經院：AI 熱潮助出口挑戰破兆美元 - TechNews 科技新報,2026-07-02 07:00,https://news.google.com/rss/articles/CBMiwwFBVV95cUxPZGFtR0hlblUyS2F0LU1MN1BEZ0p3UmhpTDRsQVZPR25rSk1UcWpoMkhDbFhzUkNVdm1IWGNfcGwtM0FwV1kyNjNkZDhxT091X3IyV2xnY1BqMFladmhkZDhfQjllTi0zT2tEZkdtTEpGQ1R2bHdEQW5PUVRocXdoOE9TdG55Mm40NGx0TDBNdC1sdDM2NVoxWFpNZUJQaHhmTGRuZU13bmxvYmVtQ3ZDdk8wcmhhZnhaTFM4NmpPRGNLb1U?oc=5,TechNews 科技新報 (via Google News),Enterprise & ROI / 企業應用與效益,6 月 PMI 連九月擴張，中經院：AI 熱潮助出口挑戰破兆美元  TechNews 科技新報
53,台灣無人機股將起飛！AIT處長谷立言：打造台灣為無人機「蜂巢」 - yesmedia.com.tw,2026-07-02 07:00,https://news.google.com/rss/articles/CBMiwwJBVV95cUxQUXA4aVBkSEVIYjE0ZEJjN3VSamZGOWVsbkFHNm96cnprUVM4S1dOeXp0LVR1cXZTdFNBQWJ6ZkJaTy1rRllsTW9Cbm5qVUcyTENObldGaHRYNy15RjAzdW9IcWJJUzdXRE9QVjJvWkpXYlZLZlJ6eEhmaTlhVWR1V0RHT2tyS0pJNHNDV3ZWU0lRV3VtSGRIeDdJeW1GRmttbFRRai1NRlFJTlNGbDYyT3dMMFZUU0FWWlhMYmF4VFFuUzR0cnRqS3B6WGlTeUNYTUo4U20xeHR5cTV5dmhHUTd1ZF9UYTFTR2NRbFZzdW1Pa0ZkMEY0Um84X0todHQxVUx2OTdDcThwSThqVjJqanZhdkd5dGNGbDZOOFpobTdKOFFRTkRUOGFtelJwUzdRYnRRQTRGM3dGaTRwYmk0SFM4WQ?oc=5,yesmedia.com.tw (via Google News),Enterprise & ROI / 企業應用與效益,台灣無人機股將起飛！AIT處長谷立言：打造台灣為無人機「蜂巢」  yesmedia.com.tw
54,Infineon opens Smart Power Fab as Europe's largest power semiconductor manufacturing site - eeNews Europe,2026-07-02 07:00,https://news.google.com/rss/articles/CBMivgFBVV95cUxOS2puajYxcFFLTUJSb3NBRm9tU0JfSFNKWmNkc1RmRTRwV3hkSWljeVdPX3Q0ZTJpYnk0MGQydVhGb0FrTGZ2UzNHRkVmcktHNHBkaEZPRXJkOXJOaFhMXy1QdGh1czdSUHFFUGNLdUtGQkExRHdoVnBPaW14aF83bm5neC1ZMG5VbW1Fc0JQQmcyZHJvalY4VzJxeEl0cEs3V3M2TkItWHJ2Ul9POFFIZDAzRjQ3ZW5sdThOUUJR?oc=5,eeNews Europe (via Google News),"智慧製造與工業 AI, Sovereign AI & Policy / 主權 AI 與法規, Chips & Hardware / 晶片與算力",Infineon opens Smart Power Fab as Europe's largest power semiconductor manufacturing site  eeNews Europe
55,嶺大陳曦教授獲選為國際計算與實驗科學工程傑出會士 全球僅四位學者獲選 - 香港商报,2026-07-02 07:00,https://news.google.com/rss/articles/CBMiXkFVX3lxTE1zbDJTSHRHbTlwdDBiT1FZc3lmQUdzMmdCTVpWeUFjTGFGRmNVQ1RST0RvakIxaTU5NnFSQzI2NktOaWI1MGx2LTVzdmFBc1EydTRCLUdtTnQ3QkxoeEE?oc=5,香港商报 (via Google News),研發與創新,嶺大陳曦教授獲選為國際計算與實驗科學工程傑出會士 全球僅四位學者獲選  香港商报
56,From Quantum Mechanics to AI-Powered Materials Discovery: MARVEL Marks 12 - Bioengineer.org,2026-07-02 07:00,https://news.google.com/rss/articles/CBMi2AFBVV95cUxOUmpXWi1DS293cVlpbThYelB2QjBCZ3JUU0dYOWRucTNVUWxULTVhMnF1RldHaUtNTEJUTFk4YUFiam4xWmZFUDZsMWlCTGNQRkNJQ0NDOGZSb1hkOUxoajk4Vzd4Z3BOVWxqOWxJcTJsU0tlOUxBZzljUVJlSmdPWWFFQnJ6UFNXSERsOU9vTEVCeGRsUTA4TXAyZDh5UnA4UmhmWXhrOGEyUGxDVGZ5R2xfX1NzN0dWZVozcXRVamljSjlES0EzRHprUmhTdDhoSEtBR3BuWm4?oc=5,Bioengineer.org (via Google News),研發與創新,From Quantum Mechanics to AI-Powered Materials Discovery: MARVEL Marks 12  Bioengineer.org
57,TU/e flagship aims to shape the future of advanced materials - Eindhoven University of Technology,2026-07-02 07:00,https://news.google.com/rss/articles/CBMiuAFBVV95cUxNMjRQS2g5bU1kNkV4OWtsd1l2Mlg2dWRnV3JLWHlOMEtVbzZQTmFiVGlyaXI5cmlhYkpFRHY1YWQxMzhJLUR4c3otLUNpWGdsVlNvWF9YVHdrUmp5VnUxSHRGWVVPckdfdjhNekcxSnBOQnJtMVhaYTJmTEtMdHZTTjJmUVNoQV9Mcnh5d3cxNFd4MzR3R0Z1RWt1ZG9zVzZ3V29BNjNGdmZoWjVOUVZrS0dWVUpZbTlP?oc=5,Eindhoven University of Technology (via Google News),Enterprise & ROI / 企業應用與效益,TU/e flagship aims to shape the future of advanced materials  Eindhoven University of Technology
58,What legal professionals say about the role of AI and law in 2026 - Thomson Reuters Legal Solutions,2026-07-02 07:00,https://news.google.com/rss/articles/CBMiigFBVV95cUxPR2NScmdVTnIteHZJc0NMZkZLT3h6bXdLVGtCcS1GOEozNDNZNXd2ckpybnhTYWxwTTVNQko2OW5QS2lUaGZBcHJxbGpINDJNTTdzSmMzdERJcHJZRWIzU1paVjJHaHdEUWh1elJGZ3RMU1d2amF6OVNzdnRTbm5YLWhaOHFaOHdqQXc?oc=5,Thomson Reuters Legal Solutions (via Google News),Enterprise & ROI / 企業應用與效益,What legal professionals say about the role of AI and law in 2026  Thomson Reuters Legal Solutions
59,美股：特斯拉Q2交付創同期新高，AI與自駕進度缺席引發賣壓，週四大跌7.49% - 富聯網,2026-07-03 07:00,https://news.google.com/rss/articles/CBMiiAFBVV95cUxQSzBNY1M0Y3ZZMHBwYmp1Z094V2JaTUktd1V2YXNLVm1WTWE5dzY1LWJ3NEswOGFYaE5fcnk1V29QSkFUQzRFd3dpNjZ1cVNJSms3c1pKbDFJTFRWXy1XNkY0a29zbW54RFgwc3JhbXVsLVI2Z1dsMl9lbTR6TE93alVSZkRhZU15?oc=5,富聯網 (via Google News),Enterprise & ROI / 企業應用與效益,美股：特斯拉Q2交付創同期新高，AI與自駕進度缺席引發賣壓，週四大跌7.49%  富聯網
60,中華電舉辦科技研討會展示AI智慧製造一站式方案| 科技產業| 產經 - UDN,2026-07-03 07:00,https://news.google.com/rss/articles/CBMiUEFVX3lxTE1YZmRxZzJISE5Jb1owMVVyZnM0X0RVRG9IUkx6ZllvdVhfQ2ZsTjJYU3JraVYySHE0NnEtQ1hpaVNUOWFmSWdLczlWSXZ0MW9P?oc=5,UDN (via Google News),智慧製造與工業 AI,中華電舉辦科技研討會展示AI智慧製造一站式方案| 科技產業| 產經  UDN
61,SmartNews成立AI轉型部門 導入Claude Code深化全公司AI應用 - 樂聯網,2026-07-03 07:00,https://news.google.com/rss/articles/CBMiS0FVX3lxTFBCNjZhX0c5X3lQMW9SS0UzZjZ6QW1LQkxNUWctUkM3NkJFVXBaZno2VTFMT3dKbTR4RnpKRE5EZE4wR001S1pmNFNpNA?oc=5,樂聯網 (via Google News),"LLMs & Reasoning / 大語言模型與推理, Enterprise & ROI / 企業應用與效益",SmartNews成立AI轉型部門 導入Claude Code深化全公司AI應用  樂聯網
62,iEnergizer expands AI ready workforce strategy amid enterprise automation shift - Indiatimes,2026-07-03 07:00,https://news.google.com/rss/articles/CBMi5AFBVV95cUxQQTRyWExMcVgySkJUUHUxR1l5eWpMVHlmLWVESGFrM01MazNYTVp0Y21TN0pZVGRLQjNJaHhBNXdfWGt4WDAtZjFpNmdodncyQnJCUUZzZExvc3o5X1lzM1VXOXZhR2JpekRpUU56bUhyZHBXQXJHSjVRSE9rb1VFdkw4WG5yZzROTnRBYzlBbHVpaUxZN1RlQjlGVWJoYnlrQkk0LVNwVVVaXzZzanI0SXhsVWVYNjNoVm9qeXpqbFV1MzFibm5rckJtYmRBczk2X25nQkJELXpULXEzQURnWXZ2T3LSAeoBQVVfeXFMT1FhaEhnYVJoYmlxcUkxNDhHMFQwZEtBNGhGMklycWk1ZlNad3ZJUDlaMTFINXNpNnpsTFJacVdFd21wblIxOFRTZlIzZUU3cFpSSGhWdUJnT0dPbkZ6Q0RCY2hiamZqMVVSTThiQ19tN1lfazRPcHhxcXE2YkEtZkFTaFF1VUdlMVVuYVpxSkVVVERCRWZwdmxoUXpVMFVaaEs5NHhHODNWYjlPMDhYRkdRbTJqT3RCSUtHTXpOM2F4WkcxRzhwTkwtc2NiTVZLYkdSUzB0THo2T2Vkbk5fMC1MSHZrR3E2X1pB?oc=5,Indiatimes (via Google News),Enterprise & ROI / 企業應用與效益,iEnergizer expands AI ready workforce strategy amid enterprise automation shift  Indiatimes
63,當AI不只回答、還會執行： 代理式AI如何重塑金融監理與法遵治理？ - find.org.tw,2026-07-03 07:00,https://news.google.com/rss/articles/CBMigAFBVV95cUxQdzV3YnluWlVfTi13bEFGaW9nS0xacTBKemthY2FocDg3RF9DRGdoc0tPaHc0YUp4Ql9LaHNUNGNaa2tzdEpjLVh5QS1qeEFBNndIZWZMY2JSUk9ESmt6VThHRm8wUVpwclFlU3NnLVNuZ1BLLXQzaXI5VkJBV2pPdA?oc=5,find.org.tw (via Google News),Agentic AI / 代理式 AI,當AI不只回答、還會執行： 代理式AI如何重塑金融監理與法遵治理？  find.org.tw
64,蘋果漲價引發關注，華爾街將AI晶片短缺與通脹壓力聯繫起來——瑞安·德特里克表示：「這才是現實世界的情況。」 - 鉅亨號,2026-07-03 07:00,https://news.google.com/rss/articles/CBMiSEFVX3lxTE5XUlAtbjl4cHdpakozTkFtbFQxSmRFZEVHeW83NERYLXduXy1XeHREZXdDeXc5bkxVQlZiT0lldzFlVTNNaHNNRw?oc=5,鉅亨號 (via Google News),"智慧製造與工業 AI, Chips & Hardware / 晶片與算力",蘋果漲價引發關注，華爾街將AI晶片短缺與通脹壓力聯繫起來——瑞安·德特里克表示：「這才是現實世界的情況。」  鉅亨號
65,國喬掌握自主核心技術 「長碳鏈尼龍」朝高值化材料升級發展 - news.cnyes.com,2026-07-03 07:00,https://news.google.com/rss/articles/CBMiT0FVX3lxTE1RdGcwOEN3bHNJZ0c1YWY0S0VNNDFTS0tBWG1ETkhMcEdVS0pNV3R6NzdoWlZjOWM0UUR6ODRsUEJQSENKWlZoV1ljelVWWjQ?oc=5,news.cnyes.com (via Google News),研發與創新,國喬掌握自主核心技術 「長碳鏈尼龍」朝高值化材料升級發展  news.cnyes.com
66,"AI Is Accelerating Drug Discovery, but Patients Will Prove Its True Value - Technology Networks",2026-07-03 07:00,https://news.google.com/rss/articles/CBMi0wFBVV95cUxQSUN0aXk3Y2ZPYy1iQmp2SDVFdVdCYTJmOWYtMWFhaW5mc0IzQkpYS29YSjJ2VktxWUZ3VkJWZ0M1ZjRBdVVSVUh4YUlFUUUxUktNdU9Fc3VLcFV4Q21uUndQbjRXQW50WGJJR1RfdGFIcnBVelBtd2dkYlJ2bXJHUk1oZXpUNVFVNkRwcVVFVHFsczhYWnlTWTdGeVduZzVvZllIZWNQZkFLaFJGU19wQ1RTU3JnX2hfZ3JITFdsbm9LTDhFeVZ2R3Zsb1NjOTdYcXRV?oc=5,Technology Networks (via Google News),研發與創新,"AI Is Accelerating Drug Discovery, but Patients Will Prove Its True Value  Technology Networks"
67,Efficient and valid large molecule generation via self-supervised generative models - Nature,2026-07-03 07:00,https://news.google.com/rss/articles/CBMiX0FVX3lxTE5Rdkk4T3ZNZVNhOWpFVkVHd0ZDeUJ5U2hkWVJVeEFlQnF6VlpYLVROMTNOeTlsZUtFLXVCQnRPdUMzVEZhLTdycnBvWkRpeDBObXRDbUlzbFp1RndaODhN?oc=5,Nature (via Google News),Enterprise & ROI / 企業應用與效益,Efficient and valid large molecule generation via self-supervised generative models  Nature
68,6 Best Robotic Process Automation Software I’d Recommend (2026) - G2 Learning Hub,2026-07-03 07:00,https://news.google.com/rss/articles/CBMibkFVX3lxTFBfLUEyaUNrY3JrZHhwMUdkc1dvU29xX3pmc1lsblVIRVprNXBPeFZIamJyQThWREVRSjdlS1RNZXhRdHliUWY2V01VOXFKSS1TVW13RlEyaGM3LVJOaUxPUE1lUUdiT1huaUVDTjlR0gF-QVVfeXFMTWlPVlBDU0ZNTk9qV2JxRUFDeDhRWUJGLWRYU1lCWEU4a3V5V0gxb0taZC1vdEwzdmJkalctRTktRjBtMjVBQ1c0MXljRWxPZ3NlWWZGaVZON3diVjZVR3FjQ2YxLVh0V2pHaTJEdGZQeGxWWlA4NFNlcV92NWVn?oc=5,G2 Learning Hub (via Google News),Enterprise & ROI / 企業應用與效益,6 Best Robotic Process Automation Software I’d Recommend (2026)  G2 Learning Hub
69,人工智慧驅動下之保險業轉型：應用發展與監理科技趨勢 - pwc.tw,2026-07-03 07:00,https://news.google.com/rss/articles/CBMikwFBVV95cUxOTFhNa2sxVUY2NzBjUmE4U3VZQ2ZIWEZxTzRFTTNjb3dWWmFPYWxrcS15OF9yMTdWMkR3ZkViX1JfbWhWNWNTTmY4Y2FUZy1YRUpyd2JLRnJhcE0yUTRNV1ZYNkthTnlmbmJSVGo1dzVDZk8zMzNqT2hkQXQxVWhzS2lfbURXUEtibmJweVpJeXB1WGM?oc=5,pwc.tw (via Google News),Enterprise & ROI / 企業應用與效益,人工智慧驅動下之保險業轉型：應用發展與監理科技趨勢  pwc.tw
70,人工智慧搶飯碗？AI老闆開店狂出包 企業急召回人類 - TVBS新聞網,2026-07-03 07:00,https://news.google.com/rss/articles/CBMiT0FVX3lxTFA0S2NERV9tQ3R5eWd6ZzFFX2ZKbFd1VHB5a1NoRlpRS0plR1V0RGc0YXFVTG5BVWhGMjE1WWZZM21NVFhvbm5OaDYxT24zdDQ?oc=5,TVBS新聞網 (via Google News),Enterprise & ROI / 企業應用與效益,人工智慧搶飯碗？AI老闆開店狂出包 企業急召回人類  TVBS新聞網
71,Cisco’s in-house AI assistant is a jack of all trades - cio.com,2026-07-03 07:00,https://news.google.com/rss/articles/CBMimAFBVV95cUxPOVlvSDl5dDJuaGY2OTlNZzhPTjg1Zmp0ZFpING54YzR3UnZMODBaVVVFS0t0eGtrOGVyMU94elVORVI4N2E2M2VFakk0QVBfUFlWQlNueS1ydk1xSTZHWjdodEpia0hHcnBSZHZOVno0RVl3emUxM0JONWNZY1R3WkViS1QxRUV0VVp2OGtUS1ZZallSX1lSVw?oc=5,cio.com (via Google News),Enterprise & ROI / 企業應用與效益,Cisco’s in-house AI assistant is a jack of all trades  cio.com
72,He won a major short story prize. Then he was accused of using AI. - Big Think,2026-07-03 07:00,https://news.google.com/rss/articles/CBMipAFBVV95cUxQbGt3OFo0cmFKRGNpNGxlUVdVWHZIZC1Na0hTNFFLTU04aXFXdTJiWWdXUjhWQ1RfYkFINDVJU2lrMGxSVk9TUEl5S1RnRy15dEQyLWlUbFF0LTh3RGxva09NZk53QkY3dGlRRlF1MGpjUU1MdnBrd1hwTWEzX1ZwYThVX1NnV3BRYXlIZ0VnS0FzWWVWbkJuc1ZGVFlwclVnM2laNg?oc=5,Big Think (via Google News),Enterprise & ROI / 企業應用與效益,He won a major short story prize. Then he was accused of using AI.  Big Think
73,離開 Meta 自創 AI 實驗室獲 10 億美元融資，楊立昆直指 LLM 在機器人領域「毫無希望」 - TechNews 科技新報,2026-07-03 07:00,https://news.google.com/rss/articles/CBMiogFBVV95cUxPbExQXzNKc3l6R3hkNXNIellqQlNaZ09DZU5vZG5MQWRyb1k3X29fdjU4UFdscGl3cnlLc01MZjgtbDV0aW5NWEp0V0FsNkkwRHN6ZXhaRXpFb2N0cW1ya21KQkkwVXNGMkNMOGI0dWxsZkdxZk9QTzZMSnljQi1xaWg5MFMxWWdIS2VyMk8ySTA2cDhDMGRpeVBLYUJERlo5aEE?oc=5,TechNews 科技新報 (via Google News),"研發與創新, LLMs & Reasoning / 大語言模型與推理",離開 Meta 自創 AI 實驗室獲 10 億美元融資，楊立昆直指 LLM 在機器人領域「毫無希望」  TechNews 科技新報
74,微軟砸25 億美元、AWS 投 10 億美元派駐工程師：企業 AI 戰場為何從「單一模型」轉向「多模型調度」？ - TechOrange 科技報橘,2026-07-03 07:00,https://news.google.com/rss/articles/CBMiqgFBVV95cUxONElGMzdsOGVsOXBfRmZjV3p2cDQxeXNuamhRTmJoRDJWd0hvV3hCdE5ub083dWFYNkZBTDl0bzdKMlBELS1NVUgtZDJDUTc1eVBudDF2bERGSU1xRW0zN0pnSlFQOGxBQ1Z1V2VoX0pUV3dDUFJsVVZzLVVlaGRBVUVTUEktelhkMDEtbVd4RGl2Ql9fZE5jRjZfcWFhX0NmTDYyN3M4dy1Ydw?oc=5,TechOrange 科技報橘 (via Google News),"研發與創新, Enterprise & ROI / 企業應用與效益",微軟砸25 億美元、AWS 投 10 億美元派駐工程師：企業 AI 戰場為何從「單一模型」轉向「多模型調度」？  TechOrange 科技報橘
75,The Role Of Artificial Intelligence In The SKA Era - Astrobiology Web,2026-07-03 07:00,https://news.google.com/rss/articles/CBMikAFBVV95cUxQZzViSjgwcWpLWG1BSWFSZE9GaGllWFNqNWdhdkJGZUpzV3oySzNHbW0tdXZCLTFjZWE4aUgxbU5wTm9HUzRKZXJNdVhQOW10UEFCVm5FZ1ZmV3JTUk5YY2N3VmJ4Tzh2a1BLbUd5empiWG02NFdtMmxTWEU4bmhrOVNDdjFSU00ySF91ZlY3OXI?oc=5,Astrobiology Web (via Google News),Chips & Hardware / 晶片與算力,The Role Of Artificial Intelligence In The SKA Era  Astrobiology Web
76,Better Artificial Intelligence (AI) Stock: Alphabet vs. Micron Technology (the Winner May Surprise You) - Yahoo Finance,2026-07-03 07:00,https://news.google.com/rss/articles/CBMipwFBVV95cUxQMVpKdXQwN0ZQU2E4WEpvNS1iTXlfLURXYkFGQzRkcjdnMDJNcWNTOWN6blpWN0N5NVBicGlqbnVET0llUGFoUFZ2SjZ3VE1ReDlXVjA4TjVkX2JTanQybU1FUUUzb1cwaWFfZ0RlWTVkRnlUVGlJTGFTSzNhd0hTak12bTBMb190TlZPYnFCWVFRbmNiUG9JNDBpXzBMVTRqREdFZFJqaw?oc=5,Yahoo Finance (via Google News),Chips & Hardware / 晶片與算力,Better Artificial Intelligence (AI) Stock: Alphabet vs. Micron Technology (the Winner May Surprise You)  Yahoo Finance
77,半導體材料商日東電工高雄新廠落成 預估每年提升2億元營業額 - 經濟日報,2026-07-03 07:00,https://news.google.com/rss/articles/CBMiWkFVX3lxTE1HakRXR3l0UkN2NVV2OEV5dHNRdlBQSGNjVWRfV054eHhMQjBZUk9lWWlDaFpCeUoxUE96aDBZaUprNnZieHJTYm56VUszWFk5cnBmRUlYT2FOd9IBX0FVX3lxTE9DeW9DckxQWXBzXzFBbHZQMW80YnA5eFkzTzc4UDZ1dVVtb2EybExmYWRreE5qM0xkLXFkRnU4QnhUQ3BSQ1pUYnJBM0lPY0FiMHNnUG5id3dmVThDLWE0?oc=5,經濟日報 (via Google News),"智慧製造與工業 AI, 研發與創新",半導體材料商日東電工高雄新廠落成 預估每年提升2億元營業額  經濟日報
78,還在追被動元件？ABF？ AI下半年8大黑馬股曝光！ - news.cnyes.com,2026-07-03 07:00,https://news.google.com/rss/articles/CBMiT0FVX3lxTE81a0lOYmJOdzg5cUpQTEtaS1BiRTM1SXZINTg0Ul9Xb1FpY1BvaWtFNmQ0Y09VZ05hUF91U3R1QjlCbDdhMzNjakhvYllLbDQ?oc=5,news.cnyes.com (via Google News),Enterprise & ROI / 企業應用與效益,還在追被動元件？ABF？ AI下半年8大黑馬股曝光！  news.cnyes.com
